_time,user,Process_Name,Image,CommandLine
2018-08-20T11:08:05.000,,,,
2018-08-20T11:08:02.000,,,,
2018-08-20T11:08:00.000,,,,
2018-08-20T11:08:00.000,,,,
2018-08-20T11:08:00.000,,,,
2018-08-20T11:07:59.000,,,,
2018-08-20T11:07:59.000,,,,
2018-08-20T11:07:57.000,,,,
2018-08-20T11:07:54.000,,,,
2018-08-20T11:07:54.000,,,,
2018-08-20T11:07:54.000,,,,
2018-08-20T11:07:53.000,,,,
2018-08-20T11:07:53.000,,,,
2018-08-20T11:07:48.000,,,,
2018-08-20T11:07:48.000,,,,
2018-08-20T11:07:48.000,,,,
2018-08-20T11:07:47.000,,,,
2018-08-20T11:07:46.000,,,,
2018-08-20T11:07:46.000,,,,
2018-08-20T11:07:46.000,,,,
2018-08-20T11:07:42.000,,,,
2018-08-20T11:07:41.000,,,,
2018-08-20T11:07:41.000,,,,
2018-08-20T11:04:39.000,,,,
2018-08-20T11:08:55.031,,,,
2018-08-20T11:08:05.569,,,,
2018-08-20T11:08:01.000,,,,
2018-08-20T11:05:00.000,,,,
2018-08-20T11:07:51.454,,,,
2018-08-20T11:07:31.000,,,,
2018-08-20T11:07:01.000,,,,
2018-08-20T11:07:01.000,,,,
2018-08-20T11:02:24.000,,,,
2018-08-20T10:56:11.000,,,,
2018-08-20T10:55:11.000,,,,
2018-08-20T11:03:01.000,,,,
2018-08-20T11:03:16.000,,,,
2018-08-20T11:04:59.000,,,,
2018-08-20T11:06:01.000,,,,
2018-08-20T11:05:51.675,,,,
2018-08-20T11:05:34.384,,,,
2018-08-20T11:05:30.705,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-MonitorNoHandle.exe
2018-08-20T11:05:30.418,,,,
2018-08-20T10:34:54.000,,,,
2018-08-20T10:34:54.000,,,,
2018-08-20T10:34:54.000,,,,
2018-08-20T10:34:42.030,,,,
2018-08-20T10:34:42.030,,,,
2018-08-20T10:34:42.030,,,,
2018-08-20T10:34:33.893,,,,
2018-08-20T10:34:33.893,,,,
2018-08-20T10:34:33.893,,,,
2018-08-20T10:34:33.893,,,,
2018-08-20T10:34:14.000,,,,
2018-08-20T10:34:14.000,,,,
2018-08-20T10:34:14.000,,,,
2018-08-20T10:34:14.000,,,,
2018-08-20T10:34:13.000,,,,
2018-08-20T10:34:13.000,,,,
2018-08-20T10:34:13.000,,,,
2018-08-20T10:34:13.231,,,,
2018-08-20T10:34:13.231,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:54.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:47.000,,,,
2018-08-20T10:33:33.552,,,,
2018-08-20T10:33:33.552,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:18.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:33:14.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:50.000,,,,
2018-08-20T10:32:21.000,,,,
2018-08-20T10:32:14.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:59.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:38.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:25.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:16.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:31:04.000,,,,
2018-08-20T10:30:23.000,,,,
2018-08-20T10:29:33.000,,,,
2018-08-20T10:29:33.000,,,,
2018-08-20T10:29:17.000,,,,
2018-08-20T10:29:17.000,,,,
2018-08-20T10:29:10.000,,,,
2018-08-20T10:29:10.000,,,,
2018-08-20T10:29:10.000,,,,
2018-08-20T10:28:55.000,,,,
2018-08-20T10:28:55.000,,,,
2018-08-20T10:28:55.000,,,,
2018-08-20T10:28:55.000,,,,
2018-08-20T10:28:55.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:43.000,,,,
2018-08-20T10:28:42.000,,,,
2018-08-20T10:28:42.000,,,,
2018-08-20T10:28:42.000,,,,
2018-08-20T10:28:41.000,,,,
2018-08-20T10:28:41.000,,,,
2018-08-20T10:28:41.000,,,,
2018-08-20T10:28:41.000,,,,
2018-08-20T10:28:37.000,,,,
2018-08-20T10:28:37.000,,,,
2018-08-20T11:59:31.000,,,,
2018-08-20T11:59:30.882,,,,
2018-08-20T11:59:16.000,,,,
2018-08-20T11:59:13.000,,,,
2018-08-20T11:59:10.000,,,,
2018-08-20T11:59:08.000,,,,
2018-08-20T11:59:01.000,,,,
2018-08-20T11:58:10.000,,,,
2018-08-20T11:58:10.000,,,,
2018-08-20T11:58:06.043,,,,
2018-08-20T11:57:00.000,,,,
2018-08-20T11:15:58.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:15:26.741,,,,
2018-08-20T11:57:40.521,,,,
2018-08-20T11:57:31.000,,,,
2018-08-20T11:57:20.300,,,,
2018-08-20T11:57:24.000,,,,
2018-08-20T11:57:24.000,,,,
2018-08-20T11:57:21.000,,,,
2018-08-20T11:57:20.000,,,,
2018-08-20T11:57:10.000,,,,
2018-08-20T11:57:10.000,,,,
2018-08-20T11:57:10.000,,,,
2018-08-20T11:57:00.000,,,,
2018-08-20T11:54:38.000,,,,
2018-08-20T11:56:31.000,,,,
2018-08-20T11:56:14.000,,,,
2018-08-20T11:56:16.000,,,,
2018-08-20T11:55:51.302,,,,
2018-08-20T11:55:46.000,,,,
2018-08-20T11:32:13.609,,,,C:\windows\temp\unziped\lsof-master\iexeplorer.exe
2018-08-20T11:32:12.966,,,,
2018-08-20T11:32:12.961,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:17:21.935,,,,
2018-08-20T11:55:39.506,,,,
2018-08-20T11:55:38.849,,,,
2018-08-20T11:55:31.000,,,,
2018-08-20T11:55:29.033,,,,
2018-08-20T11:54:46.000,,,,
2018-08-20T11:54:37.200,,,,
2018-08-20T11:54:34.515,,,,
2018-08-20T11:54:13.000,,,,
2018-08-20T11:53:07.000,,,,
2018-08-20T11:53:01.000,,,,
2018-08-20T11:52:00.000,,,,
2018-08-20T11:52:31.000,,,,
2018-08-20T11:52:24.400,,,,
2018-08-20T11:52:05.000,,,,
2018-08-20T11:52:04.000,,,,
2018-08-20T11:51:36.806,,,,
2018-08-20T11:51:13.000,,,,
2018-08-20T11:51:06.000,,,,
2018-08-20T11:51:01.000,,,,
2018-08-20T11:50:10.000,,,,
2018-08-20T11:49:39.000,,,,
2018-08-20T11:49:24.000,,,,
2018-08-20T11:48:54.000,,,,
2018-08-20T11:48:23.000,,,,
2018-08-20T11:48:38.921,,,,
2018-08-20T11:48:31.000,,,,
2018-08-20T11:48:13.000,,,,
2018-08-20T11:48:10.000,,,,
2018-08-20T11:48:10.000,,,,
2018-08-20T11:48:04.000,,,,
2018-08-20T11:48:01.000,,,,
2018-08-20T11:47:48.073,,,,
2018-08-20T11:15:58.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:15:26.741,,,,
2018-08-20T11:47:45.774,,,,
2018-08-20T11:47:10.000,,,,
2018-08-20T11:47:10.000,,,,
2018-08-20T11:46:13.000,,,,
2018-08-20T11:46:05.000,,,,
2018-08-20T11:46:01.000,,,,
2018-08-20T11:45:51.097,,,,
2018-08-20T11:45:48.140,,,,
2018-08-20T11:32:13.609,,,,C:\windows\temp\unziped\lsof-master\iexeplorer.exe
2018-08-20T11:32:12.966,,,,
2018-08-20T11:32:12.961,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:17:21.935,,,,
2018-08-20T11:45:38.869,,,,
2018-08-20T11:45:30.034,,,,
2018-08-20T11:45:26.041,,,,
2018-08-20T11:45:21.000,,,,
2018-08-20T11:44:29.300,,,,
2018-08-20T11:41:24.000,,,,
2018-08-20T11:43:31.000,,,,
2018-08-20T11:43:00.000,,,,
2018-08-20T11:43:29.000,,,,
2018-08-20T11:43:24.000,,,,
2018-08-20T11:43:24.000,,,,
2018-08-20T11:43:10.000,,,,
2018-08-20T11:43:10.000,,,,
2018-08-20T11:43:10.000,,,,
2018-08-20T11:42:33.822,,,,
2018-08-20T11:42:00.000,,,,
2018-08-20T11:42:01.000,,,,
2018-08-20T11:42:02.000,,,,
2018-08-20T11:41:44.044,,,,
2018-08-20T11:41:31.000,,,,
2018-08-20T11:41:33.683,,,,
2018-08-20T11:41:33.683,,,,
2018-08-20T11:41:13.000,,,,
2018-08-20T11:41:10.000,,,,
2018-08-20T11:40:46.000,,,,
2018-08-20T11:40:44.839,,,,
2018-08-20T11:40:16.000,,,,
2018-08-20T11:40:03.754,,,,
2018-08-20T11:39:45.535,,,,
2018-08-20T11:39:31.000,,,,
2018-08-20T11:39:13.000,,,,
2018-08-20T11:39:04.000,,,,
2018-08-20T11:38:46.279,,,,
2018-08-20T11:38:00.000,,,,
2018-08-20T11:38:05.877,,,,
2018-08-20T11:15:58.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:15:26.741,,,,
2018-08-20T11:37:38.312,,,,
2018-08-20T11:37:01.000,,,,
2018-08-20T11:36:49.598,,,,
2018-08-20T11:36:31.000,,,,
2018-08-20T11:36:17.647,,,,
2018-08-20T11:36:13.000,,,,
2018-08-20T11:35:50.184,,,,
2018-08-20T11:35:41.443,,,,
2018-08-20T11:32:13.609,,,,C:\windows\temp\unziped\lsof-master\iexeplorer.exe
2018-08-20T11:32:12.966,,,,
2018-08-20T11:32:12.961,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:30:36.731,,,,
2018-08-20T11:35:18.134,,,,
2018-08-20T11:35:24.000,,,,
2018-08-20T11:10:42.000,,,,
2018-08-20T11:34:24.000,,,,
2018-08-20T11:34:01.000,,,,
2018-08-20T11:33:48.480,,,,
2018-08-20T11:33:31.000,,,,
2018-08-20T11:32:49.891,,,,
2018-08-20T11:32:00.000,,,,
2018-08-20T11:32:12.000,,,,
2018-08-20T11:32:13.000,,,,
2018-08-20T11:31:19.220,,,,
2018-08-20T11:31:18.000,,,,
2018-08-20T11:31:16.111,,,,
2018-08-20T11:31:13.000,,,,
2018-08-20T11:31:10.000,,,,
2018-08-20T11:31:08.000,,,,
2018-08-20T11:30:46.000,,,,
2018-08-20T11:30:34.000,,,,
2018-08-20T11:30:13.000,,,,
2018-08-20T11:28:46.000,,,,
2018-08-20T11:28:40.000,,,,
2018-08-20T13:00:12.000,,,,
2018-08-20T13:00:11.000,,,,
2018-08-20T13:00:10.000,,,,
2018-08-20T13:00:10.000,,,,
2018-08-20T13:00:10.000,,,,
2018-08-20T13:00:09.000,,,,
2018-08-20T13:00:09.000,,,,
2018-08-20T13:00:09.000,,,,
2018-08-20T13:00:09.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:08.000,,,,
2018-08-20T13:00:00.000,,,,
2018-08-20T13:00:00.000,,,,
2018-08-20T13:00:00.000,,,,
2018-08-20T12:48:00.000,,,,
2018-08-20T13:00:04.000,,,,
2018-08-20T13:00:03.000,,,,
2018-08-20T13:00:02.000,,,,
2018-08-20T13:00:02.000,,,,
2018-08-20T13:00:02.000,,,,
2018-08-20T13:00:01.000,,,,
2018-08-20T13:00:01.000,,,,
2018-08-20T13:00:01.000,,,,
2018-08-20T12:59:54.072,,,,
2018-08-20T12:59:54.072,,,,
2018-08-20T12:59:54.072,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T11:24:59.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T10:55:42.449,,,,
2018-08-20T11:24:59.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T10:55:42.449,,,,
2018-08-20T11:24:59.942,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T10:55:42.449,,,,
2018-08-20T10:34:03.000,,,,
2018-08-20T10:48:18.000,,,,
2018-08-20T10:48:18.000,,,,
2018-08-20T10:48:18.000,,,,
2018-08-20T10:48:18.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:48:03.000,,,,
2018-08-20T10:47:22.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:07.000,,,,
2018-08-20T10:47:04.000,,,,
2018-08-20T10:46:54.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:39.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:25.000,,,,
2018-08-20T10:46:04.000,,,,
2018-08-20T10:46:04.000,,,,
2018-08-20T10:46:04.000,,,,
2018-08-20T10:45:55.000,,,,
2018-08-20T10:45:55.000,,,,
2018-08-20T10:45:55.000,,,,
2018-08-20T10:45:55.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:00.000,,,,
2018-08-20T10:45:10.857,,,,
2018-08-20T10:45:10.857,,,,
2018-08-20T10:45:09.641,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe
2018-08-20T10:45:09.641,,,,
2018-08-20T10:44:57.205,,,,
2018-08-20T10:45:05.410,,,,
2018-08-20T10:44:58.086,,,,
2018-08-20T10:44:56.968,,,,C:\Windows\system32\cmd.exe /c
2018-08-20T10:44:56.968,,,,
2018-08-20T10:44:54.000,,,,
2018-08-20T10:44:54.000,,,,
2018-08-20T10:44:54.000,,,,
2018-08-20T10:44:00.000,,,,
2018-08-20T10:44:00.000,,,,
2018-08-20T10:44:00.000,,,,
2018-08-20T10:44:40.839,,,,
2018-08-20T10:44:40.839,,,,
2018-08-20T10:44:32.132,,,,
2018-08-20T10:44:32.132,,,,
2018-08-20T10:44:32.132,,,,
2018-08-20T10:44:16.000,,,,
2018-08-20T10:44:16.000,,,,
2018-08-20T10:44:16.000,,,,
2018-08-20T10:44:16.000,,,,
2018-08-20T10:44:14.000,,,,
2018-08-20T10:44:12.000,,,,
2018-08-20T10:44:10.000,,,,
2018-08-20T10:39:11.000,,,,
2018-08-20T10:40:01.000,,,,
2018-08-20T10:40:01.000,,,,
2018-08-20T10:40:01.000,,,,
2018-08-20T10:44:05.000,,,,
2018-08-20T10:44:03.000,,,,
2018-08-20T10:44:03.000,,,,
2018-08-20T10:44:01.000,,,,
2018-08-20T10:43:59.000,,,,
2018-08-20T10:43:59.000,,,,
2018-08-20T10:43:57.000,,,,
2018-08-20T10:43:55.000,,,,
2018-08-20T10:43:52.000,,,,
2018-08-20T10:43:52.000,,,,
2018-08-20T10:43:52.000,,,,
2018-08-20T10:43:51.000,,,,
2018-08-20T10:43:48.000,,,,
2018-08-20T10:43:48.000,,,,
2018-08-20T10:43:46.000,,,,
2018-08-20T10:43:45.000,,,,
2018-08-20T10:43:43.000,,,,
2018-08-20T10:43:43.000,,,,
2018-08-20T10:43:41.000,,,,
2018-08-20T10:43:40.000,,,,
2018-08-20T10:43:39.000,,,,
2018-08-20T10:43:39.000,,,,
2018-08-20T10:43:38.000,,,,
2018-08-20T10:43:37.000,,,,
2018-08-20T10:43:29.000,,,,
2018-08-20T10:43:29.000,,,,
2018-08-20T10:43:23.000,,,,
2018-08-20T10:43:22.000,,,,
2018-08-20T10:43:16.000,,,,
2018-08-20T10:43:16.000,,,,
2018-08-20T10:43:16.000,,,,
2018-08-20T10:43:14.000,,,,
2018-08-20T10:43:11.000,,,,
2018-08-20T10:43:04.000,,,,
2018-08-20T10:43:04.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:40.000,,,,
2018-08-20T10:42:22.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:44.000,,,,
2018-08-20T10:41:43.000,,,,
2018-08-20T10:34:03.000,,,,
2018-08-20T10:34:03.000,,,,
2018-08-20T10:41:11.000,,,,
2018-08-20T10:41:11.000,,,,
2018-08-20T10:41:11.000,,,,
2018-08-20T10:41:08.000,,,,
2018-08-20T10:41:08.000,,,,
2018-08-20T10:41:02.000,,,,
2018-08-20T10:41:02.000,,,,
2018-08-20T10:41:02.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:48.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:40:09.000,,,,
2018-08-20T10:39:52.000,,,,
2018-08-20T10:37:12.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:10.000,,,,
2018-08-20T10:39:09.955,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:55.000,,,,
2018-08-20T10:38:54.000,,,,
2018-08-20T10:38:54.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:27.000,,,,
2018-08-20T10:38:24.000,,,,
2018-08-20T10:38:24.000,,,,
2018-08-20T10:38:23.000,,,,
2018-08-20T10:38:15.000,,,,
2018-08-20T10:38:15.000,,,,
2018-08-20T10:38:15.000,,,,
2018-08-20T10:38:15.000,,,,
2018-08-20T10:38:15.000,,,,
2018-08-20T10:38:10.000,,,,
2018-08-20T10:38:10.000,,,,
2018-08-20T10:38:08.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:59.000,,,,
2018-08-20T10:37:22.216,,,,
2018-08-20T10:37:22.216,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:11.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:37:02.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:35:37.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:36:11.000,,,,
2018-08-20T10:35:08.680,,,,
2018-08-20T10:35:08.101,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-powershell.exe
2018-08-20T10:35:08.101,,,,
2018-08-20T10:35:08.101,,,,
2018-08-20T10:34:58.113,,,,
2018-08-20T10:34:58.113,,,,
2018-08-20T10:34:58.113,,,,
2018-08-20T10:34:54.000,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
2018-08-20T11:32:12.793,,,,
2018-08-20T13:45:30.014,,,,c:\windows\system32\svchost.exe -k localsystemnetworkrestricted -p -s StorSvc
2018-08-20T13:45:25.525,,,,C:\Windows\system32\cmd.exe /c
2018-08-20T13:51:40.000,,,,
2018-08-20T13:51:32.000,,,,
2018-08-20T13:51:00.000,,,,
2018-08-20T13:51:22.987,,,,
2018-08-20T13:51:21.473,,,,C:\Program Files\SplunkUniversalForwarder\etc\apps\TA-remote_endpoint_info\bin\getendpointinfo.exe
2018-08-20T13:51:20.429,,,,C:\Windows\system32\cmd.exe /c
2018-08-20T13:51:04.000,,,,
2018-08-20T13:51:03.000,,,,
2018-08-20T13:51:01.000,,,,
2018-08-20T13:51:01.000,,,,
2018-08-20T13:50:39.000,,,,
2018-08-20T13:50:38.000,,,,
2018-08-20T13:50:37.000,,,,
2018-08-20T13:50:34.000,,,,
2018-08-20T13:50:13.000,,,,
2018-08-20T13:50:12.000,,,,
2018-08-20T13:50:07.000,,,,
2018-08-20T13:50:05.663,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-winhostinfo.exe
2018-08-20T13:50:05.485,,,,wmic  os get LocalDateTime /value
2018-08-20T13:50:04.317,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-winhostinfo.exe
2018-08-20T13:50:02.828,,,,C:\Windows\system32\cmd.exe /c wmic os get LocalDateTime /value 2>nul
2018-08-20T13:50:01.634,,,,C:\Program Files\SplunkUniversalForwarder\bin\splunk-winhostinfo.exe
2018-08-20T13:23:04.205,,,,C:\Windows\system32\cmd.exe /c
2018-08-20T13:49:55.000,,,,
2018-08-20T13:49:50.000,,,,
2018-08-20T13:49:51.000,,,,
2018-08-20T13:49:49.000,,,,
2018-08-20T13:49:49.000,,,,
2018-08-20T13:49:48.000,,,,
2018-08-20T11:32:15.183,,,,\??\C:\Windows\system32\conhost.exe 0x4
